0.000000, 0.000000, -2.619555, 1.000000
-1.487175, -0.855527, -1.832596, 1.000000
-1.487175, -0.855527, -1.832596, 0.000000
-3.284284, -7.562429, -2.007128, 1.000000
-3.372348, -7.751284, -2.356194, 0.000000
-3.519693, -7.898629, -2.705260, 0.000000
-3.708548, -7.986693, -3.054326, 0.000000
-3.916133, -8.004855, 2.879793, 0.000000
-4.117410, -7.950923, 2.530727, 0.000000
-4.288103, -7.831402, 2.181662, 0.000000
-4.407624, -7.660709, 1.832596, 0.000000
-4.461556, -7.459431, 1.483530, 0.000000
-4.443395, -7.251847, 1.308997, 0.000000
-4.443395, -7.251847, 1.308997, 0.000000
-2.804449, -1.135216, 1.483530, 1.000000
-2.786287, -0.927631, 1.832596, 0.000000
-2.840219, -0.726354, 2.181662, 0.000000
-2.959740, -0.555661, 2.530728, 0.000000
-3.130433, -0.436140, 2.879793, 0.000000
-3.331711, -0.382208, -3.054326, 0.000000
-3.539296, -0.400369, -2.705260, 0.000000
-3.728150, -0.488434, -2.356194, 0.000000
-3.875496, -0.635779, -2.007128, 0.000000
-3.963560, -0.824634, -1.832596, 0.000000
-3.963560, -0.824634, -1.832596, 0.000000
-5.600217, -6.932723, -2.007128, 1.000000
-5.688281, -7.121577, -2.356194, 0.000000
-5.835627, -7.268923, -2.705260, 0.000000
-6.024481, -7.356987, -3.054326, 0.000000
-6.232066, -7.375148, 2.879793, 0.000000
-6.433344, -7.321216, 2.530727, 0.000000
-6.604037, -7.201696, 2.181662, 0.000000
-6.723558, -7.031003, 1.832596, 0.000000
-6.777490, -6.829725, 1.483530, 0.000000
-6.759328, -6.622140, 1.308997, 0.000000
-6.759328, -6.622140, 1.308997, 0.000000
-5.128414, -0.535484, 1.483530, 1.000000
-5.110252, -0.327899, 1.832596, 0.000000
-5.164184, -0.126621, 2.181662, 0.000000
-5.283705, 0.044072, 2.530728, 0.000000
-5.454398, 0.163593, 2.879793, 0.000000
-5.655676, 0.217525, -3.054326, 0.000000
-5.863261, 0.199363, -2.705260, 0.000000
-6.052115, 0.111299, -2.356194, 0.000000
-6.199460, -0.036046, -2.007128, 0.000000
-6.287525, -0.224901, -1.832596, 0.000000
-6.287525, -0.224901, -1.832596, 0.000000
-7.913862, -6.294476, -2.007128, 1.000000
-8.001927, -6.483330, -2.356194, 0.000000
-8.149272, -6.630676, -2.705260, 0.000000
-8.338127, -6.718740, -3.054326, 0.000000
-8.545711, -6.736902, 2.879793, 0.000000
-8.746989, -6.682969, 2.530727, 0.000000
-8.917682, -6.563449, 2.181662, 0.000000
-9.037203, -6.392756, 1.832596, 0.000000
-9.091135, -6.191478, 1.483530, 0.000000
-9.072973, -5.983893, 1.308997, 0.000000
-9.072973, -5.983893, 1.308997, 0.000000
-7.452378, 0.064249, 1.483530, 1.000000
-7.434217, 0.271834, 1.832596, 0.000000
-7.488149, 0.473112, 2.181662, 0.000000
-7.607670, 0.643805, 2.530728, 0.000000
-7.778363, 0.763326, 2.879793, 0.000000
-7.979641, 0.817258, -3.054326, 0.000000
-8.187225, 0.799096, -2.705260, 0.000000
-8.376080, 0.711032, -2.356194, 0.000000
-8.523425, 0.563687, -2.007128, 0.000000
-8.611490, 0.374832, -1.832596, 0.000000
-8.611490, 0.374832, -1.832596, 0.000000
-10.227507, -5.656229, -2.007128, 1.000000
-10.315572, -5.845083, -2.356194, 0.000000
-10.462917, -5.992429, -2.705260, 0.000000
-10.651772, -6.080493, -3.054326, 0.000000
-10.859356, -6.098655, 2.879793, 0.000000
-11.060634, -6.044722, 2.530727, 0.000000
-11.231327, -5.925202, 2.181662, 0.000000
-11.350848, -5.754509, 1.832596, 0.000000
-11.404780, -5.553231, 1.483530, 0.000000
-11.386619, -5.345646, 1.308997, 0.000000
-11.386619, -5.345646, 1.308997, 0.000000
-9.776343, 0.663982, 1.483530, 1.000000
-9.758182, 0.871567, 1.832596, 0.000000
-9.812114, 1.072845, 2.181662, 0.000000
-9.931635, 1.243538, 2.530728, 0.000000
-10.102328, 1.363058, 2.879793, 0.000000
-10.303605, 1.416991, -3.054326, 0.000000
-10.511190, 1.398829, -2.705260, 0.000000
-10.700045, 1.310765, -2.356194, 0.000000
-10.847390, 1.163419, -2.007128, 0.000000
-10.935454, 0.974565, -1.832596, 0.000000
-10.935454, 0.974565, -1.832596, 0.000000
-12.541153, -5.017982, -2.007128, 1.000000
-12.629217, -5.206836, -2.356194, 0.000000
-12.776562, -5.354182, -2.705260, 0.000000
-12.965417, -5.442246, -3.054326, 0.000000
-13.173002, -5.460408, 2.879793, 0.000000
-13.374279, -5.406475, 2.530727, 0.000000
-13.544972, -5.286955, 2.181662, 0.000000
-13.664493, -5.116262, 1.832596, 0.000000
-13.718425, -4.914984, 1.483530, 0.000000
-13.700264, -4.707399, 1.308997, 0.000000
-13.700264, -4.707399, 1.308997, 0.000000
-12.100308, 1.263715, 1.483530, 1.000000
-12.082147, 1.471300, 1.832596, 0.000000
-12.136079, 1.672578, 2.181662, 0.000000
-12.255600, 1.843271, 2.530728, 0.000000
-12.426293, 1.962791, 2.879793, 0.000000
-12.627570, 2.016723, -3.054326, 0.000000
-12.835155, 1.998562, -2.705260, 0.000000
-13.024010, 1.910498, -2.356194, 0.000000
-13.171355, 1.763152, -2.007128, 0.000000
-13.259419, 1.574298, -1.832596, 0.000000
-13.259419, 1.574298, -1.832596, 0.000000
-17.412139, -13.923863, -2.007128, 1.000000
-17.500203, -14.112717, -2.356194, 0.000000
-17.647548, -14.260063, -2.705260, 0.000000
-17.836403, -14.348127, -3.054326, 0.000000
-18.043988, -14.366288, 2.879793, 0.000000
-18.245265, -14.312356, 2.530727, 0.000000
-18.415959, -14.192836, 2.181662, 0.000000
-18.535479, -14.022143, 1.832596, 0.000000
-18.589411, -13.820865, 1.483530, 0.000000
-18.571250, -13.613280, 1.308997, 0.000000
-18.571250, -13.613280, 1.308997, 0.000000
-14.268982, 2.443003, -0.252554, 1.000000
-13.237511, 2.176818, -0.252554, 1.000000
-1.487175, -0.855527, 0.522037, 1.000000
0.000000, 0.000000, -1.844964, 1.000000
-2.700000, -9.600000, 2.872425, 1.000000
-14.300000, -6.400000, -1.837939, 1.000000
-16.900000, -15.900000, 2.890590, 1.000000
-20.799999, -14.900000, 1.297395, 1.000000
-15.500000, 4.000000, -0.252554, 1.000000
0.000000, 0.000000, -1.980820, 1.000000
-3.531907, -8.125686, 2.872425, 1.000000
-15.140021, -4.923447, -1.837939, 1.000000
-17.745735, -14.444325, 2.890590, 1.000000
-19.313220, -14.042405, 1.297395, 1.000000
-14.661894, 2.544400, -0.252554, 1.000000
-1.487175, -0.855527, 0.000000, 1.000000
